date,open,high,low,close,volume,Name,range,AllenWest Vader Sentiment Score
2017-02-23,231.4478,231.4674,230.1581,231.0179,74615902,SPY,1.3093000000000075,-0.09434615384615389
2017-02-22,230.6076,231.1156,230.4219,230.8616,62115185,SPY,0.6937000000000069,-0.14648181818181819
2017-02-21,230.119,231.2622,230.1093,231.0668,88946051,SPY,1.1529000000000167,-0.20434000000000002
2017-02-17,228.585,229.6989,228.5655,229.6989,77204104,SPY,1.133400000000023,-0.17116000000000003
2017-02-16,229.5719,229.7624,228.4873,229.3374,84722437,SPY,1.275100000000009,-0.009912500000000005
2017-02-15,228.0965,229.7477,228.0379,229.5328,86785826,SPY,1.7098000000000013,-0.21368666666666666
2017-02-14,227.2269,228.3505,226.8361,228.3408,71108983,SPY,1.5144000000000233,-0.2477818181818182
2017-02-13,226.7579,227.7252,226.7286,227.4321,55182050,SPY,0.9966000000000008,0.1743888888888889
2017-02-10,225.7027,226.455,225.333,226.201,66015892,SPY,1.122000000000014,-0.22371999999999997
2017-02-09,224.2957,225.6538,224.2566,225.3119,65955245,SPY,1.397199999999998,0.02063571428571429
