date,open,high,low,close,volume,Name,range,AllenWest Vader Sentiment Score
2018-01-10,272.5886,273.3256,271.8316,273.0268,69574318,SPY,1.4940000000000282,0.05666666666666667
2018-01-09,273.3057,274.1523,272.988,273.4451,57253957,SPY,1.1643000000000256,0.0
2018-01-08,272.22,273.0069,271.8914,272.8276,57319192,SPY,1.1154999999999973,-0.42189999999999994
2018-01-05,271.4232,272.469,270.8655,272.3296,83523995,SPY,1.6034999999999968,0.3466
2018-01-04,270.1185,271.0746,269.4658,270.5268,80636408,SPY,1.6087999999999738,-0.3182
2018-01-03,267.8874,269.5607,267.8874,269.3914,90070416,SPY,1.6732999999999834,-0.44065
2017-12-22,266.5428,266.5677,265.8356,266.4432,78720873,SPY,0.7321000000000026,-0.07900000000000001
2017-12-21,266.6025,267.3147,266.234,266.5129,67032339,SPY,1.0807000000000357,0.3062
2017-12-20,267.1902,267.2599,265.6264,265.9651,76751500,SPY,1.6335000000000264,0.0009
2017-12-19,267.4143,267.4591,266.0248,266.1045,82382876,SPY,1.4342999999999506,-0.743
2017-12-18,266.991,267.5288,266.9113,267.1304,83653572,SPY,0.6175000000000068,-0.2577
2017-12-14,264.6755,264.8142,263.2088,263.2683,100666692,SPY,1.6054000000000315,-0.21989999999999998
2017-12-13,264.6557,265.1512,264.2494,264.3485,102905409,SPY,0.901800000000037,-0.2974666666666667
2017-12-12,264.1701,264.9133,263.9471,264.3782,85195750,SPY,0.9662000000000148,0.022499999999999992
2017-12-11,263.189,263.9818,263.0892,263.9124,83077533,SPY,0.8926000000000158,-0.7351
2017-12-08,262.6043,263.1295,261.6544,263.1196,76563873,SPY,1.4750999999999976,-0.8481
2017-12-07,260.7214,262.0494,260.5728,261.6926,77218569,SPY,1.476600000000019,0.1879666666666667
2017-12-06,260.5034,261.3557,260.3448,260.8701,75898566,SPY,1.0108999999999924,0.2023
2017-12-05,262.0494,262.7629,260.6719,260.8205,77994544,SPY,2.091000000000008,-0.128
2017-12-04,263.9124,264.398,261.7025,261.762,94040560,SPY,2.695500000000038,-0.6289
2017-12-01,262.3764,262.9214,258.4124,262.0791,164390902,SPY,4.5090000000000146,0.18896666666666664
2017-11-29,260.6521,261.2566,259.8394,260.3448,77512102,SPY,1.4171999999999798,-0.4215
2017-11-27,258.0655,258.4025,257.6592,257.8872,52274922,SPY,0.7432999999999765,0.6249
2017-11-20,255.816,256.1975,255.5385,255.9745,48075514,SPY,0.6589999999999918,-0.2787
2017-11-17,255.8953,256.2602,255.4493,255.5385,75756833,SPY,0.8109000000000037,-0.6597
2017-11-16,255.2016,256.7079,255.1568,256.2917,67777027,SPY,1.551099999999991,-0.6325000000000001
2017-11-15,254.3097,254.9043,253.3286,254.1313,80811525,SPY,1.5757000000000119,0.0
2017-11-14,255.0926,255.5286,254.2106,255.4097,61315152,SPY,1.318000000000012,0.029233333333333333
2017-11-13,254.9935,256.2619,254.9538,256.0043,50228648,SPY,1.3081000000000245,-0.4618
2017-11-10,255.4097,255.9672,255.0529,255.7664,59984662,SPY,0.9142999999999972,-0.16185
2017-11-08,256.143,256.8863,255.8259,256.7773,50469579,SPY,1.0604000000000156,-0.0176
2017-11-06,255.9745,256.6682,255.8953,256.5196,49652598,SPY,0.7729000000000212,-0.5065
2017-11-03,255.4493,256.1727,254.9835,256.1232,59589730,SPY,1.189200000000028,-0.20095
2017-11-02,255.0926,255.4295,253.8835,255.2709,56449535,SPY,1.5459999999999923,-0.0922
2017-11-01,255.7169,256.1034,254.7556,255.1718,54202736,SPY,1.347800000000035,-0.10325000000000001
2017-10-31,254.8646,255.1223,254.493,254.8349,60304781,SPY,0.6293000000000006,-0.023650000000000004
2017-10-30,254.7556,255.2808,254.1016,254.4385,54285687,SPY,1.1792000000000087,0.144425
2017-10-27,254.161,255.5682,253.324,255.3899,85562544,SPY,2.244199999999978,-0.6739
2017-10-25,253.8736,254.0025,251.7133,252.9916,103715291,SPY,2.289199999999994,-0.19250000000000003
2017-10-24,254.2899,254.5178,253.8439,254.2502,66935910,SPY,0.6739000000000033,0.3802999999999999
2017-10-23,255.1619,255.1917,253.7151,253.8043,63915306,SPY,1.4765999999999906,0.245375
2017-10-20,254.389,254.825,253.4717,254.7953,89176377,SPY,1.3532999999999902,-0.2862454545454546
2017-10-19,252.5358,253.5268,252.0601,253.4871,61903788,SPY,1.466700000000003,-0.29972000000000004
2017-10-18,253.5962,253.6457,253.1998,253.4178,40888330,SPY,0.44589999999999463,-0.17648000000000003
2017-10-17,252.9322,253.2196,252.6844,253.17,31560964,SPY,0.5352000000000032,-0.4013
2017-10-16,252.9124,253.2097,252.5259,252.9916,38221675,SPY,0.6837999999999909,-0.37654615384615386
2017-10-13,252.843,252.9718,252.3475,252.6547,54800435,SPY,0.6243000000000052,-0.19934444444444446
2017-10-12,252.3673,252.7637,252.075,252.3475,47065144,SPY,0.6887000000000114,-0.016440000000000003
2017-10-11,252.2187,252.7241,252.0304,252.7241,47674325,SPY,0.6937000000000069,-0.31126923076923074
2017-10-10,252.3079,252.7538,251.6934,252.3277,43057363,SPY,1.0604000000000156,0.07379090909090912
2017-10-09,252.3376,252.407,251.3664,251.6637,35803138,SPY,1.040600000000012,-0.07844999999999999
2017-10-06,251.8619,252.4077,251.5646,252.0799,80645998,SPY,0.8430999999999926,-0.14639000000000002
2017-10-05,251.2574,252.3871,250.9165,252.3673,63522757,SPY,1.4705999999999904,-0.04673125
2017-10-04,250.4151,251.1583,250.2862,250.8808,55953619,SPY,0.872099999999989,-0.28419000000000005
2017-10-03,250.1871,250.6133,249.9592,250.5835,66810169,SPY,0.6540999999999997,-0.34897272727272727
2017-10-02,249.2259,250.0484,249.0302,250.0484,59022985,SPY,1.018199999999979,-0.30669
2017-09-29,248.0862,249.0574,247.8781,248.9682,85578002,SPY,1.179300000000012,-0.03780833333333334
2017-09-28,247.4817,248.1853,247.3826,248.0961,44778841,SPY,0.8027000000000157,0.11659166666666666
2017-09-27,247.6304,248.2349,246.6294,247.7988,81001426,SPY,1.6055000000000064,0.0003736842105263243
2017-09-26,247.1745,247.452,246.565,246.8376,54081959,SPY,0.8870000000000005,-0.21445555555555554
2017-09-25,246.9069,247.3065,245.8466,246.6889,57064357,SPY,1.4599000000000046,-0.42191999999999996
2017-09-22,246.8078,247.3826,246.7781,247.1943,51214032,SPY,0.6045000000000016,-0.12569000000000002
2017-09-21,247.6304,247.7295,246.9416,247.1448,48211398,SPY,0.7879000000000076,-0.17037222222222223
2017-09-20,247.8186,247.9376,246.679,247.8087,59574083,SPY,1.2586000000000013,-0.13006956521739133
2017-09-19,247.7493,247.8186,247.3529,247.7195,47108148,SPY,0.4656999999999982,-0.24810666666666667
2017-09-18,247.3628,247.8682,247.0358,247.4718,46235238,SPY,0.8324000000000069,-0.29993636363636367
2017-09-15,246.4511,247.0457,246.3321,246.9466,95432382,SPY,0.7136000000000138,-0.09816315789473684
2017-09-14,246.3289,246.8417,246.1317,246.6149,95446349,SPY,0.710000000000008,-0.13086315789473688
2017-09-13,246.25,246.7332,246.1218,246.6938,59228002,SPY,0.6114000000000033,-0.15872272727272727
2017-09-12,246.1613,246.6149,245.9542,246.5754,56896027,SPY,0.6607000000000198,-0.14542142857142856
2017-09-11,244.5934,245.8359,244.5736,245.7471,71364848,SPY,1.2623000000000104,-0.105375
2017-09-08,243.1142,243.6763,242.8775,243.1537,63832825,SPY,0.7988,0.021809523809523817
2017-09-07,243.8143,243.8341,242.9762,243.4396,58034730,SPY,0.8579000000000008,0.07712142857142859
2017-09-06,243.41,243.8439,242.8085,243.4692,57916867,SPY,1.0353999999999814,-0.14959
2017-09-05,243.8242,244.0806,241.5463,242.6409,91398777,SPY,2.5343000000000018,-0.22532222222222226
2017-09-01,244.475,244.8793,244.2285,244.3961,62006989,SPY,0.6508000000000038,-0.03229999999999999
2017-08-31,243.2917,244.3271,242.6284,244.051,103803880,SPY,1.6987000000000023,0.0480875
2017-08-30,241.428,242.8973,241.2209,242.5916,62030805,SPY,1.676400000000001,-0.22865833333333332
2017-08-29,239.6826,241.7435,239.5544,241.4477,51135715,SPY,2.1891000000000247,-0.17395454545454545
2017-08-28,241.7632,241.7928,240.6983,241.1716,40565606,SPY,1.0945000000000107,-0.3471818181818182
2017-08-25,241.497,242.1971,240.9941,241.1617,64445912,SPY,1.203000000000003,-0.2237952380952381
2017-08-24,241.5956,241.7731,240.363,240.5996,50741671,SPY,1.4101,-0.07086
2017-08-23,240.9349,241.6449,240.7673,241.1617,50203837,SPY,0.877600000000001,-0.11593750000000001
2017-08-22,240.1855,242.207,240.1658,242.0295,63140101,SPY,2.0412000000000035,0.06539000000000002
2017-08-21,239.2684,239.8206,238.4697,239.5248,65469736,SPY,1.3509000000000242,-0.02998
2017-08-18,239.5248,240.7959,238.8345,239.3374,136747986,SPY,1.9613999999999976,-0.27055454545454544
2017-08-17,242.8184,243.1734,239.7122,239.7122,128490396,SPY,3.461199999999991,-0.2431307692307692
2017-08-16,243.6763,244.1299,243.0255,243.5087,56715544,SPY,1.1043999999999983,-0.14447142857142858
2017-08-15,243.5481,243.5678,242.7395,243.0846,55242746,SPY,0.8283000000000129,-0.17150000000000004
2017-08-14,242.1774,243.3607,242.138,243.1142,73291919,SPY,1.2227000000000032,-0.1718
2017-08-11,240.6292,241.3984,240.363,240.7278,74869947,SPY,1.0354000000000099,-0.10062142857142856
2017-08-10,242.8677,243.0156,240.3137,240.3728,120479470,SPY,2.701899999999995,-0.12022
2017-08-09,243.0452,243.8735,242.6409,243.8143,62632619,SPY,1.2326000000000192,0.02532666666666666
2017-08-08,244.0707,245.4513,243.4002,243.8242,61719353,SPY,2.051099999999991,0.0049555555555555525
2017-08-07,244.051,244.4257,243.9327,244.4257,31995021,SPY,0.492999999999995,-0.019133333333333325
2017-08-04,244.0806,244.3468,243.5382,243.9721,60191838,SPY,0.8086000000000126,0.003763636363636363
2017-08-03,243.8735,243.9031,243.2128,243.5284,40855997,SPY,0.6903000000000077,0.0034363636363636315
2017-08-02,244.0313,244.1595,242.9466,244.0017,47211216,SPY,1.212900000000019,0.08723333333333333
2017-08-01,244.0214,244.0609,243.2878,243.8834,55050401,SPY,0.7730999999999995,-0.0722090909090909
2017-07-31,243.9327,244.0411,243.1043,243.341,65838659,SPY,0.9368000000000052,0.0
2017-07-28,243.2227,243.627,242.7099,243.4791,50088359,SPY,0.9171000000000049,-0.21646250000000006
2017-07-27,244.5145,244.5539,242.2662,243.765,70766568,SPY,2.287700000000001,-0.103325
2017-07-26,244.3074,244.3468,243.696,243.9918,47575422,SPY,0.6508000000000038,-0.1545222222222222
2017-07-25,244.2384,244.3567,243.7256,243.982,54915591,SPY,0.6311000000000035,-0.17506923076923078
2017-07-24,243.3607,243.5481,242.8578,243.3903,46622256,SPY,0.6903000000000077,0.06225
2017-07-21,243.0156,243.4791,242.7592,243.4495,88711019,SPY,0.7198999999999955,-0.09104545454545455
2017-07-20,243.8439,243.982,243.0452,243.6664,47135183,SPY,0.9368000000000052,-0.2202416666666667
2017-07-19,242.6014,243.5678,242.5916,243.558,51034260,SPY,0.9762000000000057,-0.19159999999999996
2017-07-18,241.6548,242.3056,241.2702,242.2464,42742498,SPY,1.0354000000000099,-0.11422222222222222
2017-07-17,242.0591,242.493,241.921,242.1182,33531917,SPY,0.5720000000000027,0.0
2017-07-14,241.0335,242.5521,240.9152,242.1478,60262692,SPY,1.6368999999999971,-0.28244347826086963
2017-07-13,240.6292,241.1519,240.3728,241.0237,39471637,SPY,0.7790999999999997,-0.1452642857142857
2017-07-12,239.9192,240.8067,239.9192,240.6194,59610405,SPY,0.887500000000017,-0.32923125
2017-07-11,238.7951,239.1797,237.5033,238.8247,50354614,SPY,1.676400000000001,-0.32853000000000004
2017-07-10,238.588,239.4262,238.4006,239.0022,36663274,SPY,1.0255999999999972,-0.18067999999999995
2017-07-07,237.8583,238.9134,237.2217,238.7458,57972268,SPY,1.6916999999999973,-0.07751538461538462
2017-07-06,238.5288,238.6669,237.0004,237.2074,66115317,SPY,1.666499999999985,-0.17477142857142858
2017-07-05,239.2585,239.6333,238.3415,239.3966,54427596,SPY,1.291799999999995,-0.40547500000000003
2017-07-03,239.5051,239.9981,238.8444,238.8444,39153806,SPY,1.1536999999999864,0.33455
2017-06-30,238.9134,239.3374,238.2182,238.4401,86820694,SPY,1.1192000000000064,0.05654166666666668
2017-06-29,240.2742,240.3334,236.6207,237.9963,106949719,SPY,3.7127000000000123,-0.04209999999999999
2017-06-28,239.1303,240.3285,238.8641,240.1066,70042599,SPY,1.4643999999999835,-0.21352142857142856
2017-06-27,239.6628,239.9981,237.9569,237.9766,82247666,SPY,2.0412000000000035,-0.17052500000000004
2017-06-26,240.5109,240.9842,239.6678,239.9094,56700477,SPY,1.3163999999999874,-0.07694999999999999
2017-06-23,239.5346,240.1263,239.1008,239.7516,66986801,SPY,1.0254999999999939,-0.27111428571428575
2017-06-22,239.584,240.146,239.2684,239.4656,44148059,SPY,0.8775999999999726,-0.13871818181818182
2017-06-21,240.0376,240.2052,239.0416,239.5741,55977569,SPY,1.1636000000000024,-0.28673000000000004
2017-06-20,240.856,240.8659,239.6135,239.6333,56906368,SPY,1.2524000000000228,-0.1873818181818182
2017-06-19,240.2052,241.3294,240.0967,241.2603,65123802,SPY,1.2326999999999941,-0.16323333333333334
2017-06-16,239.3966,239.4558,238.2761,239.2684,84553097,SPY,1.1796999999999969,-0.0718142857142857
2017-06-15,238.1465,239.3535,237.8325,239.2161,66464888,SPY,1.5209999999999866,-0.10443333333333332
2017-06-14,240.2858,240.2956,238.7451,239.6773,78602311,SPY,1.5504999999999995,-0.12134545454545452
2017-06-13,239.4222,240.0404,239.0296,239.9816,60066953,SPY,1.0108000000000175,-0.12108500000000003
2017-06-12,238.5881,238.8727,237.8521,238.8138,86108102,SPY,1.0206000000000017,-0.27886999999999995
2017-06-09,239.5301,240.433,237.4301,238.8628,132256362,SPY,3.0028999999999826,-0.22101428571428575
2017-06-08,239.2161,239.7657,238.6273,239.2259,65950691,SPY,1.1384000000000185,-0.10431818181818184
2017-06-07,239.0493,239.3633,238.2937,239.1082,54144311,SPY,1.0696000000000083,-0.15473888888888887
2017-06-06,238.7942,239.4222,238.5783,238.6666,50375430,SPY,0.8438999999999908,-0.26403999999999994
2017-06-05,239.4124,239.7362,239.2063,239.432,44698825,SPY,0.5298999999999978,-0.4268125
2017-06-02,238.8727,239.7853,238.539,239.6087,88666128,SPY,1.2463000000000193,-0.040108333333333336
2017-06-01,237.4498,238.8334,237.1259,238.8138,68962024,SPY,1.7075000000000102,-0.10523333333333335
2017-05-31,237.3222,237.3614,236.1446,236.9297,91796016,SPY,1.2168000000000063,-0.19117692307692308
2017-05-30,236.8315,237.2731,236.6549,236.9885,35201897,SPY,0.6182000000000016,-0.0024500000000000077
2017-05-26,237.0278,237.3811,236.9395,237.1946,46629905,SPY,0.441599999999994,-0.13887999999999998
2017-05-25,236.6941,237.5577,236.4586,237.2437,64071661,SPY,1.0991000000000213,-0.4418076923076923
2017-05-24,235.8306,236.2329,235.4479,236.1152,49181099,SPY,0.7849999999999966,-0.12998
2017-05-23,235.4675,235.7521,235.0357,235.5656,48341683,SPY,0.7164000000000215,-0.21520625
2017-05-22,234.4371,235.232,234.3586,235.0455,61010602,SPY,0.8734000000000037,-0.3635
2017-05-19,232.8964,234.6137,232.8376,233.8581,115011373,SPY,1.7760999999999854,0.014585714285714289
2017-05-18,231.3263,233.3086,231.0319,232.3469,107047656,SPY,2.2767000000000053,-0.06675000000000002
2017-05-17,233.652,234.182,231.3459,231.4146,172174107,SPY,2.8360999999999876,-0.1786125
2017-05-16,236.1446,236.174,235.1535,235.5951,51241791,SPY,1.0204999999999984,-0.25774285714285716
2017-05-15,234.9965,235.9483,234.9768,235.8109,61918937,SPY,0.9714999999999918,-0.12415714285714285
2017-05-12,234.6236,234.9546,234.2114,234.5156,53912730,SPY,0.7432000000000016,0.13540000000000005
2017-05-11,234.8787,235.0946,233.6815,234.9081,62358346,SPY,1.4131000000000142,-0.18378181818181816
2017-05-10,234.9179,235.389,234.6824,235.389,54293799,SPY,0.7066000000000088,-0.08835555555555555
2017-05-09,235.4773,235.703,234.5745,234.967,51363200,SPY,1.1285000000000025,0.3380636363636364
2017-05-08,235.2712,235.438,234.7021,235.1829,48385730,SPY,0.7358999999999867,0.125
2017-05-05,234.7217,235.2418,234.2212,235.2222,62001269,SPY,1.0206000000000017,0.08007777777777779
2017-05-04,234.3684,234.4592,233.338,234.2997,61443570,SPY,1.121200000000016,-0.060381818181818175
2017-05-03,233.8385,234.415,233.2595,234.0249,73137731,SPY,1.1554999999999893,0.0
2017-05-02,234.3782,234.5156,233.8483,234.3095,57375732,SPY,0.6673000000000116,-0.25966000000000006
2017-05-01,234.2212,234.7021,233.7453,234.2212,66882521,SPY,0.9568000000000154,0.10329999999999999
2017-04-28,234.4371,234.4665,233.4852,233.6324,63532845,SPY,0.9813000000000045,0.0852111111111111
2017-04-27,234.3095,234.4862,233.5343,234.1427,57410326,SPY,0.9518999999999949,-0.2464538461538461
2017-04-26,234.0544,235.0553,233.8974,233.9464,84702455,SPY,1.1578999999999837,-0.09074000000000002
2017-04-25,233.4656,234.4862,233.3675,234.0936,76698265,SPY,1.1186999999999898,-0.2152
2017-04-24,232.7492,232.9749,230.1809,232.7394,119209877,SPY,2.7939999999999827,-0.14290714285714287
2017-04-21,230.8553,230.9142,229.7562,230.2076,110389847,SPY,1.157999999999987,0.10779999999999999
2017-04-20,229.7758,231.4392,229.4127,230.9436,92572186,SPY,2.0264999999999986,-0.25421666666666665
2017-04-19,230.1389,230.5609,228.824,229.0791,68699868,SPY,1.7368999999999915,-0.028783333333333327
2017-04-18,229.3539,230.1095,228.7258,229.5011,83225821,SPY,1.3837000000000046,-0.058981818181818156
2017-04-17,228.7553,230.188,228.5296,230.188,68405367,SPY,1.6584000000000003,-0.13540000000000002
2017-04-13,229.2754,230.1095,228.1665,228.1665,92880394,SPY,1.9429999999999836,-0.15645000000000003
2017-04-12,230.3548,230.5707,229.4029,229.6581,81864436,SPY,1.1677999999999997,-0.1650888888888889
2017-04-11,230.5118,230.7866,228.981,230.6688,88045276,SPY,1.8055999999999983,-0.07732499999999999
2017-04-10,230.9632,231.8415,230.345,230.9436,67615302,SPY,1.4964999999999975,-0.12680769230769232
2017-04-07,230.7572,231.5913,230.2567,230.8062,74386480,SPY,1.3345999999999947,-0.13792727272727273
2017-04-06,230.5511,231.6305,230.0457,231.0417,69135757,SPY,1.5848000000000013,0.08278181818181818
2017-04-05,231.8464,232.9553,230.1585,230.3941,108800604,SPY,2.7967999999999904,-0.054957142857142864
2017-04-04,230.61,231.1791,230.1733,231.081,56466195,SPY,1.0057999999999936,-0.1073083333333333
2017-04-03,231.395,231.6207,229.5403,230.9338,85546486,SPY,2.0803999999999974,-0.2642666666666667
2017-03-31,231.4931,232.0917,231.2773,231.3361,73733094,SPY,0.8144000000000062,0.007793750000000002
2017-03-30,231.0712,232.1016,230.8749,231.8759,56737890,SPY,1.226699999999994,-0.15852499999999997
2017-03-29,230.6001,231.4048,230.3401,231.1399,61950354,SPY,1.0646999999999878,-0.1772823529411765
2017-03-28,228.9123,231.4048,228.7847,230.924,93483915,SPY,2.620100000000008,-0.16699166666666665
2017-03-27,227.5973,229.5501,227.2833,229.2557,87454452,SPY,2.2667999999999893,-0.1479230769230769
2017-03-24,230.0015,230.6492,228.6081,229.4913,112504853,SPY,2.0411,-0.06531666666666668
2017-03-23,229.6286,230.9436,229.2361,229.6581,100410277,SPY,1.7075000000000102,-0.16956666666666667
2017-03-22,229.4029,230.2272,228.6964,229.9034,97569204,SPY,1.5307999999999993,-0.20807499999999998
2017-03-21,233.0338,233.1712,229.2165,229.3637,131809275,SPY,3.9547000000000025,-0.04106666666666667
2017-03-20,232.602,232.9259,231.9053,232.3469,52536979,SPY,1.0206000000000017,-0.3822
2017-03-17,233.3086,233.5245,232.602,232.602,89002111,SPY,0.9224999999999852,-0.0395705882352941
2017-03-16,233.6267,233.7146,232.6399,233.0112,78343951,SPY,1.0746999999999787,-0.23555625000000002
2017-03-15,232.1122,233.9491,231.8484,233.4704,96081750,SPY,2.100699999999989,-0.1880285714285714
2017-03-14,231.741,231.7996,230.7737,231.4674,59880778,SPY,1.0259000000000071,-0.16215714285714286
2017-03-13,232.1709,232.4054,231.7996,232.3565,57256824,SPY,0.6057999999999879,-0.050849999999999985
2017-03-10,232.5128,232.5617,231.1645,232.2393,81991652,SPY,1.397199999999998,-0.017577777777777786
2017-03-09,231.272,231.7996,230.334,231.4283,90683918,SPY,1.465599999999995,-0.14728333333333332
2017-03-08,231.8973,232.1904,230.9788,231.1352,78168795,SPY,1.2116000000000042,-0.3022642857142857
2017-03-07,231.9168,232.3174,231.3306,231.5651,65103737,SPY,0.9867999999999881,-0.09343846153846155
2017-03-06,232.0536,232.6594,231.5749,232.2588,55391533,SPY,1.0844999999999914,-0.11524285714285713
2017-03-03,232.7083,233.1382,232.2784,232.9525,81974300,SPY,0.859800000000007,-0.14066363636363635
2017-03-02,234.0664,234.0762,232.7473,232.806,70245978,SPY,1.3289000000000044,-0.07447857142857146
2017-03-01,232.9232,234.809,232.9037,234.2813,149158170,SPY,1.905300000000011,0.10979333333333334
2017-02-28,231.2427,231.5162,230.6027,231.0472,96961938,SPY,0.9134999999999991,-0.20442941176470586
2017-02-27,231.2133,231.868,230.93,231.6726,56515440,SPY,0.9379999999999882,-0.18145833333333336
2017-02-24,230.0604,231.363,230.0116,231.3111,82381612,SPY,1.3514000000000124,0.11915454545454546
